CustomerKey,Fullname,BirthDate,Marital Status,Gender,DateFirstPurchase,CustomerType,Continent,Country,Province
300,Orlando E Vazquez,1936-04-01,Married,Male,2002-03-29,Person,North America,United States,California
301,Fernando Barnes,1960-03-03,Married,Male,2003-08-04,Person,North America,Canada,British Columbia
302,Cameron L Rodriguez,1960-06-09,Married,Male,2003-12-11,Person,North America,United States,Washington
303,Spencer Russell,1960-12-12,Single,Male,2002-03-09,Person,North America,United States,Oregon
304,Julia Coleman,1960-10-11,Single,FEMALE,2002-03-05,Person,North America,United States,Washington
305,Julia B Garcia,1960-03-17,Married,FEMALE,2003-09-21,Person,North America,United States,Oregon
306,Sean A Evans,1960-06-19,Married,Male,2003-09-26,Person,North America,United States,California
307,Micah A Zhou,1960-06-22,Married,Male,2004-01-01,Person,North America,United States,California
308,Hunter P Rodriguez,1954-11-04,Married,Male,2002-03-07,Person,North America,United States,California
309,Ian T Gonzales,1954-03-05,Married,Male,2004-03-10,Person,North America,United States,Oregon
310,Victoria Lewis,1954-06-12,Single,FEMALE,2004-01-10,Person,North America,United States,Oregon
311,Erin A Sanders,1953-07-09,Single,FEMALE,2004-02-13,Person,North America,United States,California
312,Gabrielle D Lopez,1953-08-24,Single,FEMALE,2003-10-20,Person,North America,United States,Washington
313,Sara Richardson,1953-04-03,Single,FEMALE,2003-11-18,Person,North America,United States,Washington
314,Trevor Jenkins,1953-02-27,Single,Male,2003-11-08,Person,North America,United States,Washington
315,Mya Flores,1953-12-21,Single,FEMALE,2003-08-29,Person,North America,United States,Washington
316,Hailey J Ward,1953-10-01,Single,FEMALE,2003-11-21,Person,North America,United States,Washington
317,Luke Allen,1953-11-17,Married,Male,2003-07-16,Person,North America,Canada,British Columbia
318,Victoria D Russell,1952-09-17,Single,FEMALE,2002-03-04,Person,North America,United States,Oregon
319,Jessica Wilson,1952-10-26,Single,FEMALE,2004-04-19,Person,North America,United States,Washington
320,Jade E Bailey,1937-04-27,Married,FEMALE,2002-03-12,Person,North America,United States,California
321,Morgan M Hill,1937-06-26,Married,FEMALE,2003-12-17,Person,North America,United States,California
322,Terrance D Raman,1938-07-08,Married,Male,2003-08-27,Person,North America,United States,Washington
323,Sydney Garcia,1938-03-15,Married,FEMALE,2003-09-25,Person,North America,United States,Washington
324,Jose Patterson,1938-06-20,Single,Male,2002-03-13,Person,North America,United States,California
325,Zachary Anderson,1939-05-14,Married,Male,2002-03-29,Person,North America,United States,California
326,Elijah E Ross,1939-07-02,Single,Male,2002-03-22,Person,North America,United States,Washington
327,Rafael M Xie,1939-06-26,Married,Male,2002-03-18,Person,North America,United States,California
328,Jaime C Moreno,1940-03-04,Married,Male,2002-03-29,Person,North America,United States,California
329,Julian M Griffin,1940-01-01,Married,Male,2003-07-09,Person,North America,Canada,British Columbia
330,Andy Alvarez,1940-07-25,Single,Male,2002-03-28,Person,North America,United States,California
331,Ryan M Thompson,1940-05-13,Married,Male,2003-08-16,Person,North America,Canada,British Columbia
332,Samantha Jenkins,1968-07-06,Married,FEMALE,2003-08-11,Person,North America,Canada,British Columbia
333,Deanna D Ramos,1962-10-04,Single,FEMALE,2002-04-17,Person,Europe,Germany,Berlin
334,Emily R Miller,1962-07-10,Married,FEMALE,2001-09-21,Person,Europe,United Kingdom,England
335,Nicole Brown,1961-03-22,Married,FEMALE,2001-09-04,Person,Europe,United Kingdom,England
336,Carla L Raman,1961-06-24,Married,FEMALE,2002-04-25,Person,Europe,Germany,Bavaria
337,Shaun Raji,1962-03-12,Married,Male,2003-03-31,Person,Europe,France,Seine (Paris)
338,Jerome Romero,1961-09-21,Married,Male,2001-09-09,Person,Europe,United Kingdom,England
339,Frank F Navarro,1961-08-10,Married,Male,2002-04-13,Person,Europe,Germany,North Rhine-Westphalia
340,Dennis M She,1961-07-08,Single,Male,2003-04-10,Person,Europe,France,Seine (Paris)
341,Melody C Munoz,1936-04-06,Married,FEMALE,2003-04-30,Person,Europe,France,Seine (Paris)
342,Randy A Zeng,1936-08-21,Married,Male,2001-10-12,Person,Europe,United Kingdom,England
343,Marshall L Wang,1962-03-11,Married,Male,2004-01-13,Person,Europe,France,Pas de Calais
344,Arthur P Carlson,1958-09-13,Married,Male,2001-10-05,Person,Europe,United Kingdom,England
345,Jessie Jimenez,1957-07-24,Married,FEMALE,2001-11-13,Person,Europe,United Kingdom,England
346,Robin Ramos,1957-03-12,Single,FEMALE,2003-04-25,Person,Europe,France,Seine Saint Denis
347,Deanna E Gutierrez,1955-05-22,Single,FEMALE,2003-04-04,Person,Europe,France,Seine (Paris)
348,Roy T Navarro,1955-12-23,Married,Male,2003-09-17,Person,Europe,Germany,Lower Saxony
349,Shawn Rai,1955-09-22,Married,Male,2003-10-02,Person,Europe,Germany,North Rhine-Westphalia
350,Mindy J Luo,1954-09-03,Married,FEMALE,2004-07-16,Person,Europe,"Germany ",Bavaria
351,Cara Zhou,1937-01-14,Married,FEMALE,2003-08-09,Person,Europe,United Kingdom,England
352,Anne R Ramos,1939-04-06,Single,FEMALE,2001-12-13,Person,Europe,United Kingdom,England
353,Raymond A Rodriguez,1940-03-07,Married,Male,2003-11-02,Person,Europe,France,Seine Saint Denis
354,Carrie L Ortega,1941-06-11,Single,FEMALE,2001-12-13,Person,Europe,United Kingdom,England
355,Deanna Suarez,1942-02-23,Married,FEMALE,2004-06-05,Person,Europe,Germany,North Rhine-Westphalia
356,Roberto Gutierrez,1942-12-28,Married,Male,2004-03-29,Person,Europe,United Kingdom,England
357,Terrence Carson,1980-05-27,Single,Male,2001-11-10,Person,Asia,Australia,New South Wales
358,Ramon Ye,1979-03-23,Single,Male,2001-12-19,Person,Asia,Australia,Queensland
359,Cynthia Malhotra,1978-11-11,Single,FEMALE,2001-12-29,Person,Asia,Australia,New South Wales
360,Jarrod Prasad,1978-09-04,Single,Male,2001-12-14,Person,Asia,Australia,New South Wales
361,Tyrone Serrano,1978-08-02,Single,Male,2001-12-28,Person,Asia,Australia,Queensland
362,Cindy G Ramos,1977-04-28,Married,FEMALE,2004-04-03,Person,Asia,Australia,New South Wales
363,Damien M Shan,1977-11-11,Married,Male,2003-09-30,Person,Asia,Australia,Victoria
364,Julian Ross,1977-10-20,Single,Male,2001-12-09,Person,Asia,Australia,Victoria
365,Jennifer Collins,1979-09-23,Single,FEMALE,2001-12-08,Person,Asia,Australia,Victoria
366,Brittney Sun,1979-06-09,Single,FEMALE,2001-12-01,Person,Asia,Australia,South Australia
367,Virginia R Patel,1979-10-25,Married,FEMALE,2003-12-26,Person,Asia,Australia,Victoria
368,Calvin J Nara,1979-02-22,Married,Male,2004-01-08,Person,Asia,Australia,New South Wales
369,Edward Miller,1978-11-25,Single,Male,2001-12-25,Person,Asia,Australia,Queensland
370,Ashlee D Tang,1978-08-04,Married,FEMALE,2004-01-06,Person,Asia,Australia,South Australia
371,Alicia Xu,1978-04-01,Married,FEMALE,2004-01-14,Person,Asia,Australia,Victoria
372,Lacey C Jai,1978-05-27,Married,FEMALE,2004-05-10,Person,Asia,Australia,Queensland
373,Wendy H Romero,1978-05-15,Single,FEMALE,2001-12-08,Person,Asia,Australia,Queensland
374,Carly H Luo,1943-09-20,Married,FEMALE,2004-02-28,Person,Europe,Germany,Lower Saxony
375,Jimmy M Ortega,1943-06-28,Single,Male,2003-10-17,Person,Europe,Germany,North Rhine-Westphalia
376,Francisco Martinez,1943-05-09,Married,Male,2004-04-19,Person,Europe,United Kingdom,England
377,Lance Vazquez,1943-06-10,Single,Male,2004-04-17,Person,Europe,United Kingdom,England
378,David R. Robinett,1961-02-23,Married,Male,2003-09-01,Person,Europe,Germany,North Rhine-Westphalia
379,Shannon Liang,1960-05-22,Single,FEMALE,2003-04-20,Person,Europe,France,Moselle
380,Gary Vazquez,1959-11-18,Married,Male,2003-04-05,Person,Europe,France,Hauts de Seine
381,Mitchell L Kumar,1959-03-02,Single,Male,2002-04-13,Person,Europe,Germany,Saar
382,Meredith Raman,1959-08-22,Married,FEMALE,2001-12-13,Person,Europe,United Kingdom,England
383,Edward Patterson,1958-01-19,Married,Male,2003-05-07,Person,Europe,France,Nord
384,Marie Gill,1960-08-28,Married,FEMALE,2004-07-04,Person,Europe,France,Seine et Marne
385,Tiffany E Wang,1960-10-16,Married,FEMALE,2004-02-03,Person,Europe,France,Essonne
386,Miguel C Allen,1960-08-11,Single,Male,2004-01-07,Person,Europe,United Kingdom,England
387,Jaclyn Cai,1960-11-05,Married,FEMALE,2004-05-05,Person,Europe,Germany,Hesse
388,Megan C Ramirez,1959-06-02,Single,FEMALE,2002-01-26,Person,Europe,United Kingdom,England
389,Joseph Martin,1959-07-24,Married,Male,2002-01-03,Person,Europe,United Kingdom,England
390,Karl J Shan,1970-04-24,Single,Male,2004-05-20,Person,Europe,"Germany ",North Rhine-Westphalia
391,Christine J Raji,1970-10-19,Single,FEMALE,2004-05-10,Person,Europe,France,Yveline
392,Lindsay T Xie,1970-12-27,Single,FEMALE,2004-04-28,Person,Europe,Germany,Lower Saxony
393,Willie Zhao,1970-02-07,Single,Male,2003-09-30,Person,Europe,Germany,Hesse
394,Kurt B Pal,1969-01-17,Single,Male,2004-01-17,Person,Europe,France,Somme
395,George McDonald,1969-10-23,Single,Male,2002-01-04,Person,Europe,United Kingdom,England
396,Beth C Gutierrez,1970-10-18,Single,FEMALE,2002-05-17,Person,Europe,Germany,Hesse
397,Ian G Lopez,1969-10-05,Married,Male,2004-04-28,Person,Europe,Germany,Saar
398,Latoya R Shan,1969-06-04,Single,FEMALE,2004-01-08,Person,Europe,France,Seine (Paris)
399,Colin N Nath,1969-09-09,Single,Male,2002-01-03,Person,Europe,United Kingdom,England
400,Brenda F Mehta,1969-08-04,Single,FEMALE,2003-10-15,Person,Europe,France,Seine (Paris)
401,Franklin Raji,1969-04-19,Single,Male,2002-01-15,Person,Europe,United Kingdom,England
402,Linda Navarro,1969-08-26,Married,FEMALE,2003-05-01,Person,Europe,France,Seine (Paris)
403,Kelli R Cai,1969-11-20,Married,FEMALE,2003-05-11,Person,Europe,France,Loiret
404,Nancy Schmidt,1969-01-09,Single,FEMALE,2003-05-01,Person,Europe,France,Somme
405,Megan E Taylor,1952-01-01,Single,FEMALE,2003-08-14,Person,Europe,Germany,Hesse
406,Bonnie Goel,1952-02-17,Single,FEMALE,2003-10-02,Person,Europe,Germany,North Rhine-Westphalia
407,Latoya L Xu,1952-07-03,Married,FEMALE,2003-05-08,Person,Europe,France,Seine (Paris)
408,Mario She,1952-04-02,Married,Male,2003-12-25,Person,Europe,Germany,North Rhine-Westphalia
409,Darren M Gill,1953-05-14,Married,Male,2003-09-06,Person,Europe,United Kingdom,England
410,Jacqueline H Hayes,1968-03-05,Single,FEMALE,2003-05-21,Person,Europe,France,Yveline
411,Maurice Goel,1968-08-25,Married,Male,2003-05-17,Person,Europe,France,Seine (Paris)
412,Devin A Ross,1954-02-12,Married,Male,2004-02-05,Person,Europe,Germany,Bavaria
413,Sydney S Bryant,1954-04-09,Single,FEMALE,2002-05-08,Person,Europe,Germany,Bavaria
414,Megan L Stewart,1954-04-15,Married,FEMALE,2002-02-10,Person,Europe,United Kingdom,England
415,Ian Richardson,1954-03-18,Single,Male,2002-02-13,Person,Europe,United Kingdom,England
416,Randy H She,1944-06-05,Single,Male,2004-02-17,Person,Europe,Germany,Hesse
417,Katrina Becker,1945-03-19,Married,FEMALE,2003-05-11,Person,Europe,France,Nord
418,Lacey C Zheng,1945-02-26,Married,FEMALE,2003-05-08,Person,Europe,France,Seine Saint Denis
419,Rafael J Hu,1945-02-09,Single,Male,2004-06-19,Person,Europe,Germany,North Rhine-Westphalia
420,Kyle D Scott,1945-02-18,Married,Male,2003-09-13,Person,Europe,United Kingdom,England
421,Jordan C Turner,1946-07-12,Married,Male,2003-05-05,Person,Europe,France,Nord
422,Amy C Sun,1946-07-19,Married,FEMALE,2002-05-06,Person,Europe,Germany,Hesse
423,Dustin F Deng,1946-09-01,Married,Male,2002-02-22,Person,Europe,United Kingdom,England
424,Jasmine Stewart,1954-11-05,Married,FEMALE,2002-06-12,Person,Europe,Germany,Hamburg
425,Pamela S Garcia,1953-12-07,Married,FEMALE,2003-10-23,Person,Europe,Germany,Berlin
426,Ariana D Gray,1954-08-06,Married,FEMALE,2003-05-26,Person,Europe,France,Moselle
427,Kristopher Mehta,1953-10-02,Married,Male,2003-10-11,Person,Europe,Germany,Lower Saxony
428,Desiree S Dominguez,1953-12-18,Married,FEMALE,2002-06-22,Person,Europe,Germany,Schleswig-Holstein
429,Deanna Perez,1953-08-22,Single,FEMALE,2002-06-07,Person,Europe,Germany,Bavaria
430,Marco Lopez,1952-07-16,Married,Male,2003-06-17,Person,Europe,France,Hauts de Seine
431,Casey K Yuan,1952-03-24,Married,FEMALE,2003-09-20,Person,Europe,Germany,North Rhine-Westphalia
432,Bryant Garcia,1952-10-27,Married,Male,2002-06-23,Person,Europe,Germany,Bavaria
433,Dominique L Prasad,1951-09-11,Married,FEMALE,2003-06-13,Person,Europe,France,Seine et Marne
434,Maurice M Shan,1951-09-02,Married,Male,2003-06-05,Person,Europe,France,Seine Saint Denis
435,Andre Lopez,1951-05-06,Married,Male,2003-12-17,Person,Europe,United Kingdom,England
436,Robin Romero,1950-03-06,Single,FEMALE,2004-07-07,Person,Europe,Germany,Schleswig-Holstein
437,Taylor Cox,1950-09-18,Married,FEMALE,2003-11-23,Person,Europe,United Kingdom,England
438,Alfredo Moreno,1949-12-17,Married,Male,2004-06-21,Person,Europe,France,Nord
439,Jenny Nara,1949-10-14,Married,FEMALE,2003-08-09,Person,Europe,Germany,North Rhine-Westphalia
440,Janet Munoz,1948-05-17,Married,FEMALE,2003-06-02,Person,Europe,France,Hauts de Seine
441,Sergio C Weber,1947-09-27,Married,Male,2003-09-28,Person,Europe,France,Nord
442,Erika Gomez,1947-06-12,Married,FEMALE,2004-07-11,Person,Europe,France,Seine (Paris)
443,Joseph D Harris,1947-11-14,Married,Male,2004-04-01,Person,Europe,France,Seine Saint Denis
444,Grace Griffin,1976-05-22,Single,FEMALE,2001-12-08,Person,Asia,Australia,Tasmania
445,Tina C Mehta,1976-04-28,Married,FEMALE,2001-12-02,Person,Asia,Australia,Victoria
446,Kari S Kim,1974-07-21,Single,FEMALE,2001-12-07,Person,Asia,Australia,New South Wales
447,Bethany K Chander,1974-08-12,Single,FEMALE,2001-12-19,Person,Asia,Australia,New South Wales
448,Jennifer Roberts,1974-08-16,Married,FEMALE,2001-12-29,Person,Asia,Australia,Queensland
449,Kyle Patterson,1975-04-28,Single,Male,2001-12-17,Person,Asia,Australia,Victoria
450,Alvin E Hu,1975-02-02,Married,Male,2001-12-20,Person,Asia,Australia,Victoria
451,Brett Mehta,1975-11-12,Single,Male,2001-12-30,Person,Asia,Australia,South Australia
452,Ruben L Muñoz,1974-11-09,Single,Male,2002-01-29,Person,Asia,Australia,New South Wales
453,Erika A Rubio,1973-11-05,Single,FEMALE,2002-01-11,Person,Asia,Australia,Queensland
454,Stanley H Malhotra,1973-08-21,Single,Male,2002-01-15,Person,Asia,Australia,Tasmania
455,Melinda Navarro,1974-04-22,Single,FEMALE,2002-01-31,Person,Asia,Australia,Victoria
456,Ross Sanz,1974-04-21,Married,Male,2002-01-01,Person,Asia,Australia,Victoria
457,Jon C Gao,1974-07-08,Married,Male,2002-01-17,Person,Asia,Australia,New South Wales
458,Jaime C Gutierrez,1973-05-21,Married,FEMALE,2002-01-17,Person,Asia,Australia,New South Wales
459,Bianca K Liu,1973-04-05,Married,FEMALE,2003-10-01,Person,Asia,Australia,New South Wales
460,Tasha Deng,1972-10-13,Single,FEMALE,2002-01-27,Person,Asia,Australia,New South Wales
461,Melvin R Chande,1972-10-07,Single,Male,2002-01-21,Person,Asia,Australia,Victoria
462,Victor Jimenez,1972-03-25,Single,Male,2002-01-31,Person,Asia,Australia,New South Wales
463,Laura L Lin,1972-01-19,Married,FEMALE,2002-01-16,Person,Asia,Australia,New South Wales
464,Alisha E Beck,1972-03-12,Married,FEMALE,2003-09-06,Person,Asia,Australia,South Australia
465,Alejandro Huang,1971-11-16,Married,Male,2002-01-22,Person,Asia,Australia,Victoria
466,Louis Luo,1971-02-19,Married,Male,2002-01-14,Person,Asia,Australia,Queensland
467,Grant H Tang,1971-08-03,Married,Male,2003-11-23,Person,Asia,Australia,New South Wales
468,Arturo C Zheng,1969-10-07,Married,Male,2004-02-01,Person,Asia,Australia,New South Wales
469,Jaclyn Andersen,1975-06-18,Married,FEMALE,2002-02-08,Person,Europe,United Kingdom,England
470,Edwin Raji,1973-04-16,Single,Male,2004-02-10,Person,Europe,United Kingdom,England
471,Jay C Suarez,1973-09-25,Single,Male,2002-07-25,Person,Europe,Germany,Baden-Wuerttemberg
472,Latasha Suarez,1973-09-25,Single,FEMALE,2003-11-18,Person,Europe,France,Yveline
473,Kenneth Kumar,1963-04-03,Single,Male,2002-01-26,Person,Asia,Australia,Queensland
474,Grace M Henderson,1980-08-02,Single,FEMALE,2003-12-04,Person,Europe,France,Seine Saint Denis
